soil_moisture,soil_moisture_p,humidity_p,temperature_c,heat_index_c
303.0,55.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
293.0,59.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
293.0,59.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
294.0,58.0,71.0,13.7,12.98
302.0,55.0,71.0,13.7,12.98
302.0,55.0,71.0,13.7,12.98
294.0,58.0,71.0,13.7,12.98
302.0,55.0,71.0,13.7,12.98
294.0,58.0,71.0,13.7,12.98
293.0,59.0,71.0,13.7,12.98
296.0,58.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
294.0,58.0,71.0,13.7,12.98
294.0,58.0,71.0,13.7,12.98
302.0,55.0,71.0,13.7,12.98
302.0,55.0,71.0,13.7,12.98
300.0,56.0,71.0,13.7,12.98
299.0,57.0,71.0,13.7,12.98
304.0,55.0,71.0,13.7,12.98
302.0,55.0,71.0,13.7,12.98
298.0,57.0,71.0,13.7,12.98
304.0,55.0,71.0,13.7,12.98
293.0,59.0,71.0,13.7,12.98
294.0,58.0,71.0,13.7,12.98
293.0,59.0,71.0,13.7,12.98
302.0,55.0,71.0,13.7,12.98
295.0,58.0,71.0,13.7,12.98
293.0,59.0,71.0,13.7,12.98
294.0,58.0,71.0,13.7,12.98
