soil_moisture,soil_moisture_p,humidity_p,temperature_c,heat_index_c
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
404.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
404.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
404.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
403.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
402.00,16.00,74.00,13.70,13.06
